CD_LOC;NM_LOCAL_VOTACAO;DS_ENDERECO;NM_BAIRRO;NR_CEP
SP00219;EE. DOM DUARTE LEOPOLDO E SILVA;AVENIDA DE PINEDO, 577;SOCORRO;4764001
SP00220;EMEF. PROF. ALMEIDA JUNIOR;RUA FRANCISCO MENDES, 238;SOCORRO;4766050
SP00221;EE. ENGENHEIRO HUGO TAKAHASHI;RUA JULIÃO PEREIRA MACHADO, 60 A;PARQUE SONIA;8020020
SP00222;EE. CARLOS GOMES;AVENIDA ANTÔNIO BERNARDO SILVESTRE, 203;VILA SAO SILVESTRE;8011390
SP00223;EMEF. ARQUITETO LUÍS SAIA;RUA AMÉRICO GOMES DA COSTA, 93;VILA AMERICANA;8010120
SP00224;EE. DOM PEDRO I;RUA AMÉRICO GOMES DA COSTA, 59;VILA AMERICANA;8010120
SP00225;EE. PROF. DÁRIO DE QUEIROZ;RUA LUÍS ATÍLIO ROSSI, 75;CIDADE NITRO OPERARIA;8010440
SP00226;EE. ATAULPHO ALVES;RUA MARIA SUSANO POLILO, 485;VILA ROSARIA;8021300
SP00227;EMEF. ALMIRANTE PEDRO DE FRONTIN;RUA JOSÉ FERREIRA CRESPO, 495;JARDIM SAO VICENTE;8021480
SP00228;CEI JARDIM LAPENA I;RUA SERRA DA JURUOCA, 150;JARDIM NAIR;8071180
SP00229;EE. ENGENHEIRO PEDRO VIRIATO PARIGOT DE SOUZA;RUA BENJAMIN CAPUSSO, 6;VILA CURUÇÁ;8031760
SP00230;EMEF. MADRE MARIA IMILDA DO SANTÍSSIMO SACRAMENTO;RUA GENDIROBA, 210;VILA CLARA;8022080
SP00231;EMEF. FERNANDO DE AZEVEDO;RUA TAPERÁ, 415;JARDIM GIANETTI;8032450
SP00232;EE. PROFª EUNICE MARQUES DE MOURA BASTOS;RUA NARCEJA, 100;VILA NOVA CURUÇÁ;8032340
SP00233;EE. DEP. MANOEL DE NÓBREGA;AVENIDA NORDESTINA, 1646;CIDADE NOVA SAO MIGUEL;8042000
SP00234;INSTITUTO FEDERAL DE SÃO PAULO - CÂMPUS SÃO MIGUEL PAULISTA;RUA TENENTE MIGUEL DÉLIA, 105;VILA ROSARIA;8021090
SP00235;EMEF. DOM PAULO ROLIM LOUREIRO;RUA JOÃO NICÁRIO ELEUTÉRIO, 374;CIDADE NOVA SAO MIGUEL;8042080
SP00236;EE. REVERENDO TÉRCIO MORAES PEREIRA;RUA PEDRO SOARES DE ANDRADE, 775;VILA ROSARIA;8021040
SP00237;EE. PROF. ASTROGILDO ARRUDA;RUA DOMINGOS DO SACRAMENTO, 275;VILA CAROLINA;8040130
SP00238;EE. SHINQUICHI AGARI;RUA JOÃO MAXIMIANO MAFRA, 351;VILA CURUÇÁ;8030350
SP00239;EE. PROF. ARLINDO PINTO DA SILVA;RUA MARCION, 274;JARDIM LAGEADO;8041500
SP00240;EMEFM. DARCY RIBEIRO;RUA DANIEL BERNARDO, 105;SAO MIGUEL PAULISTA;8010100
SP00241;EE. JOSÉ BORGES ANDRADE;RUA RAINHA MARGARIDA, 20;VILA CURUÇÁ;8030660
SP00242;EE. PROFª MARIA REGINA MACHADO DE CASTRO GUIMARÃES;RUA NOITIBÓ, 80;VILA NOVA CURUÇÁ;8031150
SP00243;EMEF. JOÃO RIBEIRO DE BARROS;RUA ANANAÍ, 968;VILA NOVA CURUÇÁ;8032370
SP00244;EE. JOSÉ CELESTINO BOURROUL (ANTIGA EE. VILA NOVA CURUÇÁ);RUA GAIVÃO, 177;VILA NOVA CURUÇÁ;8031180
SP00245;EMEI. GRACILIANO RAMOS;RUA GUIRAPÁ, 478;VILA CURUÇÁ;8030290
SP00246;EMEI DR. FAUSTO RIBEIRO DA SILVA FILHO;RUA ALEXANDRE DIAS NOGUEIRA, 365;VILA NOVA CURUÇÁ;8031240
SP00247;E.E. ARCÂNGELO SFORCIM;RUA SERRA DA MOEDA, 61;PARQUE CRUZEIRO DO SUL;8070060
SP00248;E.E. DEPUTADO RAUL PILLA;RUA SÃO BERTOLDO, 449;PARQUE CRUZEIRO DO SUL;8070380
SP00249;E.E. PROF. MÁXIMO DE MOURA SANTOS;RUA PARIOTO, 249;VILA JACUÍ;8060030
SP00250;E.E. PROF. TITO LÍVIO FERREIRA;RUA BARDANA, 35;JARDIM RUTH;8040730
SP00251;E.E. TIDE SETÚBAL;RUA JAIME BARCELOS, 535;VILA JACUÍ;8060200
SP00252;E.M.E.F. ANTONIO CARLOS DE ANDRADA E SILVA;AVENIDA BALTAZAR SANTANA, 365;JARDIM PLANALTO;8040420
SP00253;E.M.E.F. PEDRO TEIXEIRA;RUA DOM FRANCISCO DE CAMPOS BARRETO, 51;VILA JACUÍ;8050120
SP00254;E.M.E.F. PRESIDENTE EPITÁCIO PESSOA;RUA LÍBERO ANCONA LOPES, 169;PARQUE CRUZEIRO DO SUL;8070280
SP00255;UNICSUL - CAMPUS SÃO MIGUEL PAULISTA;AVENIDA DOUTOR USSIEL CIRILO, 225/231;VILA JACUÍ;8060070
SP00256;E.E. REPÚBLICA DE HONDURAS;RUA DELTA, 49;UNIÃO DE VILA NOVA;8071060
SP00257;E.E. JOSÉ DE SAN MARTIN;RUA DELTA, 79/A;JARDIM NAIR;8071060
SP00258;E.E. HÉLIO HELENE;RUA RIO GURGUÉIA, S/N;UNIÃO DE VILA NOVA;8072132
SP00259;E.M.E.I. AFRÂNIO PEIXOTO;RUA MARIA SANTANA, 230;VILA JACUÍ;8050130
SP00260;EE. PROFA. EMÍLIA DE PAIVA MEIRA;RUA PORTO XAVIER, 172;VILA CARMOSINA;8210170
SP00261;EE. ÁLVARES DE AZEVEDO;RUA IGNÁCIO ALVES DE MATTOS, 281;ITAQUERA;8210210
SP00262;EMEF  BRIGADEIRO HAROLDO VELOSO;RUA MARCELINO DA SILVA, 50;JARDIM REDIL;8210530
SP00263;UNIVERSIDADE BRASIL (UNICASTELO);RUA CAROLINA FONSECA, 584;VILA SANTANA;8230030
SP00264;EE. PROFA. HELENA LOMBARDI BRAGA;RUA VIRGÍNIA DE MIRANDA, 133;JARDIM NORMA;8240010
SP00265;EMEF AYRES MARTINS TORRES;RUA CATARINA LOPES, 428;VILA REGINA;8225000
SP00266;EE. DEPUTADO CASSIO CIAMPOLINI;RUA GUAPÉBA, 50;VILA VERDE;8235160
SP00267;EE. PROFA. APPARECIDA RAHAL;RUA FONTOURA XAVIER, 542;VILA CARMOSINA;8295300
SP00268;EE. COMENDADOR MARIO REYS;RUA JERIBATUBA, 102;PARADA XV DE NOVEMBRO;8246090
SP00269;EE. ESCULTOR GALILEO EMENDABILI;RUA JERIBATUBA, 103;PARADA XV DE NOVEMBRO;8246090
SP00270;EE. JÚLIO DINIZ;RUA JUÇARAL, 170;PARADA XV DE NOVEMBRO;8246106
SP00271;EMEF. PADRE JOSÉ DE ANCHIETA;RUA INAJA GUAÇU, 13;VILA PROGRESSO;8041410
SP00272;EE. PROF. THALES CASTANHO DE ANDRADE;RUA FONTOURA XAVIER, 851;VILA CARMOSINA;8295300
SP00273;EE. PROF. GERALDO DOMINGOS CORTEZ;RUA DR. ÁLVARO DE MENDONÇA, 914;JARDIM REDIL;8215290
SP00274;EE. PROFA. MARIA DA CONCEIÇÃO OLIVEIRA COSTA;RUA LAGOA TAI GRANDE, 475;VILA CARMOSINA;8290500
SP00275;EE. PROF. JOSÉ RIGHETTO SOBRINHO;RUA CRIÚVA, 380;VILA PROGRESSO;8245300
SP00276;EE. PROF. EDSON LUÍS RIBEIRO LUZIA;RUA VITOR JOSÉ DE CASTRO, 43;JARDIM NORMA;8240305
SP00277;EE. PROF. ANÍSIO TEIXEIRA;RUA RIO URUU, 9;JARDIM MORGANTI;8215580
SP00278;EE. PROFA. MARIA CECÍLIA DA SILVA GROHMANN;RUA JOSÉ ALVES DOS SANTOS, 49 A;VILA CAMPANELA;8220450
SP00279;EE. ÁLVARO SIMÕES ( JARDIM BEATRIZ);RUA CECÍLIA ÍTER, 150;VILA PROGRESSO;8240730
SP00280;EE. PROFA. HERMÍNIA DE ANDRADE PFUHL NEVES;RUA RAINHA DA NOITE, 85;VILA VERDE;8235000
SP00281;EE. REVERENDO IRINEU MONTEIRO DE PINHO;RUA CHUVA E SOL, 41;CONJUNTO HABITACIONAL A E CARVALHO;8225560
SP00282;EE. PROFA. MARIA FERRAZ DE CAMPOS;RUA SÃO TEODORO, 453;VILA CARMOSINA;8290005
SP00283;EMEF. DR. JOÃO AUGUSTO BREVES;RUA CECÍLIA ÍTER, 746;VILA PROGRESSO;8240730
SP00284;EMEF. PROF. JULIO CÉSAR DE MELO E SOUSA MALBA TAHAN;ESTRADA ITAQUERA GUAIANAZES, 150;JARDIM REDIL;8246000
SP00285;SENAC. SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL;AV. ITAQUERA, 8266;VILA CARMOSINA;8210000
SP00286;EE. NABIHA ABDALLA CHOHFI;RUA RAIMUNDO GONÇALVES FERREIRA, 466;JARDIM AURORA (ZONA LESTE);8225410
SP00287;EMEI PADRE MANOEL DA NÓBREGA;RUA ADELINO, 100;VILA REGINA;8225160
SP00288;EMEI VILA VERDE;RUA ORLANDO FRATUCCELLI, 150;VILA VERDE;8230520
SP00289;EE. SAÍD MURAD;RUA PINHEIRO DO PARANÁ, 177;PARQUE GUARANI;8235590
SP00290;EMEI ANTÔNIO GONÇALVES DIAS;RUA ANTÔNIO MOURA ANDRADE, 395;JARDIM REDIL;8210660
SP00291;UI-UNIDADE DE INTERNAÇÃO ITAQUERA - FUNDAÇÃO CASA;AV. MIGUEL IGNACIO CURI, 1311;ITAQUERA;8295005
SP00292;COLÉGIO LUÍZA DE MARILLÁC;RUA VOLUNTÁRIOS DA PÁTRIA,  1653;SANTANA;2011300
SP00293;ESCOLA MUNICIPAL PROF. DERVILLE ALLEGRETTI;RUA VOLUNTÁRIOS DA PÁTRIA, 777;SANTANA;2011000
SP00294;ANHANGUERA EDUCACIONAL LTDA - (UNIBAN);AV. BRÁS LEME, 3029;SANTANA;2022011
SP00295;EE. BUENOS AIRES;RUA OLAVO EGÍDIO, 1008;SANTANA;2037001
SP00296;CEI PROFª ANITA CASTÁLDI ZAMPIROLLO;RUA DR. CÉSAR, 485;SANTANA;2013002
SP00297;EMEI JOSÉ BONIFÁCIO DE ANDRADE E SILVA;RUA DR. CÉSAR, 581;SANTANA;2013002
SP00298;EE. BARÃO HOMEM DE MELLO;RUA ALFREDO PUJÓL, 1555;SANTANA;2017013
SP00299;EE. PROF. DAILY RESENDE FRANÇA;RUA MARIA CURUPAITI, 706;VILA ESTER (ZONA NORTE);2452001
SP00300;EE. PROF. RÔMULO PERO;RUA COPACABANA, 243;SANTA TERESINHA;2461000
SP00301;EE. REPÚBLICA DA BOLÍVIA;RUA OUTEIRO DA CRUZ, 571;JARDIM SÃO PAULO (ZONA NORTE);2041040
SP00302;COLÉGIO IMPERATRIZ LEOPOLDINA;RUA PEDRO DÓLL, 240;SANTANA;2404000
SP00303;EE. FRONTINO GUIMARÃES;RUA PAULO GONÇALVES, 55;SANTANA;2403020
SP00304;COLÉGIO ELITE SANTANA;RUA VOLUNTÁRIOS DA PÁTRIA,  2624;SANTANA;2402100
SP00305;EE. PADRE ANTONIO VIEIRA;AV. CRUZEIRO DO SUL, 3301;SANTANA;2031200
SP00306;EE. DR. OCTÁVIO MENDES;RUA VOLUNTÁRIOS DA PÁTRIA, 3422;SANTANA;2402300
SP00307;EMEF PROF. ADOLPHO ÓTTO DE LAET;RUA ISIDÓRO DE LAET, 165;ÁGUA FRIA;2408030
SP00308;EE. PROF. CARLOS DE LAET;RUA ALBERTINA VIEIRA DA SILVA GORDO, 147;VILA AURORA (ZONA NORTE);2410000
SP00309;COLÉGIO NOSSA SENHORA CONSOLATA;AV. IMIRÍM, 1424;IMIRIM;2464200
SP00310;EE. PROF. ORLANDO HORÁCIO VITA;RUA DIOGO CABRERA, 424;IMIRIM;2467060
SP00311;EE. PROF. ANTONIO LISBOA;RUA PROF. FÁBIO FANUCCHI, 425;JARDIM SÃO PAULO (ZONA NORTE);2045080
SP00312;EMEF PROF. MÁXIMO DE MOURA SANTOS;RUA PROF. ALFREDO BRÉSSER, 50;VILA PAULICÉIA;2301090
SP00313;COLÉGIO JARDIM SÃO PAULO;AV. LEÔNCIO DE MAGALHÃES, 326;JARDIM SÃO PAULO (ZONA NORTE);2042020
SP00314;COLÉGIO PIONEIRO;AV. ENGENHEIRO CAETANO ÁLVARES, 4936;IMIRIM;2413000
SP00315;INSTITUTO MADRE MAZZARELLO;PRAÇA DOMINGOS CORREIA DA CRUZ , 14;SANTA TERESINHA;2405060
SP00316;COLÉGIO SALESIANO SANTA TERESINHA;RUA MANOEL DE MATOS, 75;SANTA TERESINHA;2405050
SP00317;CEI MADRE CRISTINA;RUA INÁCIO MAMMANA, 363;VILA VITÓRIO MAZZEI;2409060
SP00318;SENAC SANTANA;AV. VOLUNTÁRIOS DA PÁTRIA,3167;SANTANA;2401200
SP00319;COLÉGIO DELTA;RUA EMBAIXADOR JOÃO NEVES DA FONTOURA, 150;SANTANA;2013040
SP00320;EE. GUILHERME KUHLMANN;LARGO DA LAPA, 124;LAPA DE BAIXO;5069030
SP00321;COLÉGIO PRÉ MÉDICO;RUA DOM JOÃO V, 164;LAPA;5075030
SP00322;COLÉGIO E FACULDADES INTEGRADAS CAMPOS SALLES;RUA NOSSA SENHORA DA LAPA, 270;LAPA;5072000
SP00323;EE. ANHANGUERA;RUA ANTÔNIO RAPOSO,12-122;LAPA;5074020
SP00324;EE. PEREIRA BARRETO;RUA NOSSA SENHORA DA LAPA, 615;LAPA;5072000
SP00325;COLÉGIO HEITOR GARCIA UNIDADE II;RUA ROMA, 350;LAPA;5050090
SP00326;EE. DR. EDMUNDO DE CARVALHO;RUA TIBÉRIO, 145;AGUA BRANCA;5042010
SP00327;EE. PROF. AYRES DE MOURA;RUA ARTUR ORLANDO, 907;VILA JAGUARA;5118000
SP00328;EMEF PROF. JOSÉ FERRAZ DE CAMPOS;RUA PAÚVA, 644;VILA JAGUARA;5116001
SP00329;EE. PIO TELLES PEIXOTO;RUA ARTUR ORLANDO, 985;VILA JAGUARA;5118000
SP00330;EE. JOSÉ MONTEIRO BOANOVA;RUA DALTON, 10;ALTO DA LAPA;5086030
SP00331;EMEF. REYNALDO PORCHAT;RUA DOS ALIADOS, 540;ALTO DA LAPA;5082000
SP00332;INSTITUTO DE ENSINO SANTO IVO;RUA DUARTE DA COSTA, 1246;ALTO DA LAPA;5080000
SP00333;EE. REINALDO RIBEIRO DA SILVA;AV. EMBAIXADOR MACEDO SOARES, 10935;VILA ANASTACIO;5095035
SP00334;EE. ALEXANDRE VON HUMBOLDT;AV. RAIMUNDO PEREIRA DE MAGALHÃES, 1201;LAPA;5092040
SP00335;EE. JOSÉ ALTENFELDER SILVA;RUA CARLOS ALBERTO VANZOLINI, 397;VILA DOS REMEDIOS;5103060
SP00336;EE. PAULO NOGUEIRA FILHO;RUA ADÃO GONÇALVES, 70;VILA DOS REMEDIOS;5105010
SP00337;EMEF. MINISTRO ANÍBAL FREIRE;RUA SILVA AIROSA, 100;VILA RIBEIRO DE BARROS;5307040
SP00338;EMEF. DILERMANDO DIAS DOS SANTOS;RUA PAULO FRANCO, 815;VILA LEOPOLDINA;5305031
SP00339;EE. ALFREDO PAULINO;RUA CAATIVA, 15;ALTO DA LAPA;5059040
SP00340;EE. PROF.MANUEL CIRIDIÃO BUARQUE;RUA CERRO CORÁ, 770;VILA ROMANA;5061100
SP00341;EE.  MARINA CERQUEIRA CÉSAR;RUA ACURUÁ, 241;VILA ROMANA;5053000
SP00342;EE. ROMEU DE MORAES;RUA TONELEROS, 407;VILA IPOJUCA;5056000
SP00343;ETEC PROF. BASILIDES DE GODOY;RUA GUAIPÁ, 678;VILA LEOPOLDINA;5089000
SP00344;CENTRO EDUCACIONAL SESI GASTÃO VIDIGAL;RUA CARLOS WEBER, 835;VILA LEOPOLDINA;5303902
SP00345;COLÉGIO MÓDULO;RUA TITO, 1175;VILA ROMANA;5051001
SP00346;EMEI JEAN PIAGET;RUA SALDANHA DA GAMA, 485;ALTO DA LAPA;5081000
SP00347;EMEI. NOEMIA IPPÓLITO;PRAÇA ALFREDO WEISZFLOG, S/N;VILA ROMANA;5045050
SP00348;EE. RAUL CORTEZ;RUA FAUSTOLO, 213;AGUA BRANCA;5041000
SP00349;EMEI ANTÔNIO RAPOSO TAVARES;AV. MUTINGA, 4855;VILA PIAUI;5110000
SP00350;EMEI. PROFESSORA NEYDE GUZZI DE CHIACCHIO;LARGO DA LAPA, S/N;LAPA DE BAIXO;5069030
SP00351;EMEI PEDRO DE TOLEDO;RUA PAÚVA, 677;VILA JAGUARA;5116001
SP00352;COLÉGIO MADRE PAULA MONTALT;RUA CARLOS WEBER, 1315;VILA LEOPOLDINA;5303000
SP00353;COLÉGIO OSWALD DE ANDRADE;RUA CERRO CORÁ, 2375;LAPA;5061910
SP00354;CEI EDUCANDÁRIO SÃO DOMINGOS;RUA PRESGRAVE DO AMARAL, 160;VILA DOS REMEDIOS;5103010
SP00355;EMEI. RICARDO GONÇALVES;PRAÇA TCHECO, S/N;VILA IPOJUCA;5057080
SP00356;UNIVERSIDADE CRUZEIRO DO SUL;AV. IMPERATRIZ LEOPOLDINA, 550;VILA LEOPOLDINA;5305000
SP00357;FUNDAÇÃO CASA VILA LEOPOLDINA;AV. NAÇÕES UNIDAS, 1233;VILA LEOPOLDINA;5310000
SP00358;CDP III  CENTRO DE DETENÇÃO PROVISÓRIA DE PINHEIROS III;AV. NAÇÕES UNIDAS, 1230;VILA LEOPOLDINA;5310000
SP00359;CDP II - ASP WILLIANS NOGUEIRA BENJAMIM DE PINHEIROS II;AV. DRA RUTH CARDOSO, 1501;VILA LEOPOLDINA;5310000
SP00360;CDP I - ASP VICENTE LUZAN DA SILVA DE PINHEIROS I;AV. NAÇÕES UNIDAS, 1525;VILA LEOPOLDINA;5310000
SP00361;CDP IV CENTRO DE DETENÇÃO PROVISÓRIA DE PINHEIROS IV;AV. NAÇÕES UNIDAS, 1405;VILA LEOPOLDINA;5310000
SP00362;UNIVERSIDADE SÃO JUDAS TADEU - CAMPUS LEOPOLDINA;AVENIDA IMPERATRIZ LEOPOLDINA, 112;VILA LEOPOLDINA;5305010
SP00363;EE. FERNÃO DIAS PAES;AVENIDA PEDROSO DE MORAIS, 420;PINHEIROS;5420000
SP00364;ESCOLA LUMIAR;RUA NAVARRO DE ANDRADE, 152;PINHEIROS;5418020
SP00365;ESCOLA BRITÂNICA DE SÃO PAULO (ST PAUL'S SCHOOL);RUA JUQUIÁ, 166;JARDIM PAULISTANO;1440903
SP00366;COLÉGIO PALMARES;AVENIDA PEDROSO DE MORAIS, 1341;ALTO DE PINHEIROS;5419001
SP00367;EE. ALFREDO BRESSER;RUA PADRE CARVALHO, S/N;PINHEIROS;5428070
SP00368;UNIVERSIDADE PAULISTA (UNIP) - UNIDADE FERREIRA DE ARAÚJO;RUA FERREIRA DE ARAÚJO, 809;PINHEIROS;5428002
SP00369;COLÉGIO MADRE ALIX - PRÉDIO 2 (ENTRADA Nº 1555);ALAMEDA  GABRIEL MONTEIRO DA SILVA, 1555 - PRÉDIO 2;JARDIM AMERICA;1441001
SP00370;COLÉGIO SANTA CRUZ;AV. ARRUDA BOTELHO N 255;ALTO DE PINHEIROS;5466000
SP00371;CENTRO INTERESCOLAR OBJETIVO - UNIDADE TEODORO SAMPAIO;RUA TEODORO SAMPAIO, 688;PINHEIROS;5406000
SP00372;EE.GODOFREDO FURTADO;RUA JOÃO MOURA, 727;JARDIM AMERICA;5412001
SP00373;GOETHE- INSTITUT;RUA LISBOA, 974;JARDIM AMERICA;5413001
SP00374;COLÉGIO MADRE ALIX - PRÉDIO 1 (ENTRADA Nº 1715);ALAMEDA GABRIEL MONTEIRO DA SILVA, 1715;JARDIM PAULISTANO;1441001
SP00375;SAINT FRANCIS SCHOOL;RUA CÔNEGO EUGÊNIO LEITE, 825;PINHEIROS;5414000
SP00376;COLÉGIO STELLA MARIS;RUA CARDEAL ARCOVERDE, 1097;PINHEIROS;5407001
SP00377;EE. PROFº ANTONIO ALVES CRUZ;RUA ALVES GUIMARÃES, 1511;JARDIM DAS BANDEIRAS;5410002
SP00378;EE. PROFº VICTOR OLIVA;RUA ALVILÂNDIA, 409;VILA IDA;5449070
SP00379;EE. EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO;AVENIDA DIÓGENES RIBEIRO DE LIMA, 2001;ALTO DE PINHEIROS;5458001
SP00380;COLÉGIO HORIZONTES;RUA FIDALGA, 548;VILA MADALENA;5432000
SP00381;EE.CARLOS MAXIMILIANO PEREIRA  DOS SANTOS;RUA JERICÓ, 256;VILA MADALENA;5435040
SP00382;ESCOLA OSWALD DE ANDRADE;RUA GIRASSOL, 898;VILA MADALENA;5433002
SP00383;EE. BRASÍLIO MACHADO;RUA DOS MORÁS, 630;VILA MADALENA;5434020
SP00384;COLÉGIO SANTA CLARA;RUA BERNARDA LUIZ, 301;VILA BEATRIZ;5448020
SP00385;ETEC GUARACY SILVEIRA;RUA FERREIRA DE ARAÚJO, 527;PINHEIROS;5428001
SP00386;COLÉGIO VERA CRUZ;PRAÇA PROFA. EMÍLIA BARBOSA DE LIMA, 51;VILA IDA;5448070
SP00387;COLÉGIO RAINHA DA PAZ;RUA DONA ELISA DE MORAES MENDES, 39;ALTO DE PINHEIROS;5449001
SP00388;EMEI. PROFª ZILDA DE FRANCESCHI;RUA PURPURINA, 290;VILA MADALENA;5435030
SP00389;EMEF. PROFº OLAVO PEZZOTTI;RUA FRADIQUE COUTINHO, 2200;PINHEIROS;5416002
SP00390;ETE. PROFº APRÍGIO GONZAGA;AV. DR. ORÊNCIO VIDIGAL, 212;VILA CARLOS DE CAMPOS;3640010
SP00391;EE. SANTOS DUMONT;PRAÇA OITO DE SETEMBRO, 73;PENHA DE FRANÇA;3606030
SP00392;COLÉGIO SÃO VICENTE DE PAULO;PRAÇA NOSSA SENHORA DA PENHA, 161;PENHA DE FRANÇA;3632010
SP00393;EE. PADRE ANTÃO;RUA SANTO AFONSO, 273;PENHA DE FRANÇA;3632020
SP00394;FACULDADE DRUMMOND;RUA COMENDADOR CANTINHO, 394;PENHA DE FRANÇA;3603020
SP00395;EE. BARÃO DE RAMALHO;AV. AMADOR BUENO DA VEIGA, 604;PENHA DE FRANÇA;3636000
SP00396;EE. ESTHER FRANKEL SAMPAIO;RUA TUJUBA, 1475;VILA LAIS;3608050
SP00397;EE. NOSSA SENHORA DA PENHA;RUA PADRE BENEDITO DE CAMARGO, 762;PENHA DE FRANÇA;3604000
SP00398;EE. BARÃO DE SOUZA QUEIROZ;AV. GABRIELA MISTRAL, 520;PENHA DE FRANÇA;3701000
SP00399;EE. PROFº JOSÉ DE CAMPOS CAMARGO;RUA SÃO SEVERIANO, 217;VILA SANTANA;3613030
SP00400;ESCOLA MAIS - UNIDADE PENHA;RUA EVANS, 396;VILA ESPERANCA;3648020
SP00401;EE. DOM JOÃO MARIA OGNO OSB.;RUA MARIA CARLOTA, 400;VILA ESPERANCA;3647000
SP00402;EE. ALMIRANTE CUSTÓDIO JOSÉ DE MELLO;RUA ALICANTE, 483;VILA GRANADA;3654010
SP00403;EE. PROFº GABRIEL ORTIZ;AV. AMADOR BUENO DA VEIGA, 2932;VILA ESPERANCA;3652000
SP00404;EE. PROFº THEODOMIRO EMERIQUE;RUA UICÓ, 533;VILA MARIETA;3621020
SP00405;COLÉGIO OLIVETANO;AV. PADRES OLIVETANOS, 783;VILA ESPERANCA;3648000
SP00406;EE. PROFº JOSÉ BARTOCCI;RUA  SÃO SERAPIÃO, 396;VILA RÉ;3664000
SP00407;EMEF PROFESSORA ADALGISA MOREIRA PIRES;RUA MARCIANO CAPELLA, 257;VILA RÉ;3669030
SP00408;EE. PROFª MARIA DE CARVALHO SENNE;RUA PUQUIXÃ, S/N;VILA RÉ;3656060
SP00409;EE. PROFª MARIA APARECIDA DE CASTRO MASIERO;RUA PANGAUÁ, 210;VILA RÉ;3665010
SP00410;COLÉGIO RAMA - UNIDADE 2;RUA HERMILO ALVES, 1090;VILA RÉ;3668010
SP00411;EMEI. NENÊ DO AMANHA;AV. ALVINÓPOLIS, 1360;VILA CENTENARIO;3644070
SP00412;COLÉGIO PENHA DE FRANÇA;RUA MARIA TEREZA ASSUNÇÃO, 437;VILA SAO GERALDO;3609000
SP00413;COLÉGIO DOURADO;RUA NHATUMANI, 568;VILA RÉ;3663000
SP00414;SENAC PENHA;RUA FRANCISCO COIMBRA, 403;PENHA DE FRANÇA;3639000
SP00415;COLÉGIO MONTE VIRGEM;RUA N. SRA. DE MONTE VERGINE, 63;VILA SANTANA;3613070
SP00416;CDC. ENTURMANDO VILA RÉ CIRCO ESCOLA;RUA SANTO HENRIQUE, 50;VILA RÉ;3664010
SP00417;EE. PROFª RITA JÚLIA DE OLIVEIRA;RUA MIRANDINHA, 881;PENHA DE FRANÇA;3641000
SP00418;CEU. TIQUATIRA;AV. CONDESSA ELIZABETH ROBIANO, S/N;PENHA DE FRANÇA;3074000
SP00419;EE. OSWALDO CATALANO;RUA FELIPE CAMARÃO, 350;TATUAPE;3065000
SP00420;EMEI PRESIDENTE DUTRA;RUA SANTO ELIAS, 146;PARQUE SAO JORGE;3086050
SP00421;EE. ERASMO BRAGA;RUA MARIA EUGÊNIA, 190;TATUAPE;3081030
SP00422;UNICID UNIVERSIDADE CIDADE DE SÃO PAULO;RUA CESÁRIO GALENO, 475;TATUAPE;3071000
SP00423;EE. PROFª BENEDITA RIBAS FURTADO DA SILVEIRA;RUA JOSÉ TAVARES DE SIQUEIRA, 198;PARQUE SAO JORGE;3085030
SP00424;EE. CARLOS ESCOBAR;RUA ADELINO DE ALMEIDA CASTILHO, 178;MARANHAO;3073050
SP00425;COLÉGIO SANTO ANTÔNIO DE LISBOA;RUA SANTA GERTRUDES, 152;CHACARA SANTO ANTONIO (ZONA LESTE);3408020
SP00426;COLÉGIO MARY WARD;RUA GONÇALO NUNES, 310, 366;CHACARA CALIFORNIA;3407000
SP00427;EE. PROFª BLANCA ZWICKER SIMÕES;RUA INSPETOR MÁRIO TEIXEIRA, 41;JARDIM ANALIA FRANCO;3335100
SP00428;EE. PROF. ASCENDINO REIS;RUA TUIUTI, 2865;TATUAPE;3307000
SP00429;EE. PROF. JOÃO BORGES;RUA ITAPURA, 976;VILA GOMES CARDIM;3310000
SP00430;COLÉGIO AGOSTINIANO  MENDEL;RUA SERRA DE JAPI, 445;VILA GOMES CARDIM;3309000
SP00431;EE. DR. BENEDITO ESTEVAM DOS SANTOS;RUA AGUAPEÍ, 831;VILA GOMES CARDIM;3325000
SP00432;EE. PROF. PAULO NOVAES DE CARVALHO;RUA FRANCISCO MARENGO, 475;VILA GOMES CARDIM;3313000
SP00433;ETE. MARTIN LUTHER KING;RUA APUCARANA, 815;VILA GOMES CARDIM;3311000
SP00434;ESCOLA ISLÂMICA BRASILEIRA;RUA PEDRO MALAQUIAS, 34;VILA CARRAO;3447060
SP00435;ESCOLA SANTA MARINA;AVENIDA GUILHERME GIORGI, 430;VILA CARRAO;3422000
SP00436;EE. PROF. SALVADOR ROCCO;RUA RENATO RINALDI, 31;VILA CARRAO;3426000
SP00437;EE. PROFª JÚLIA AMÁLIA DE AZEVEDO ANTUNES;RUA LUÍS PINTO, 92;VILA CARRAO;3427000
SP00438;EMEF GUIMARÃES ROSA;PRAÇA HAROLDO DALTRO, 466;VILA NOVA MANCHESTER;3444090
SP00439;EE. CORONEL PEDRO ARBUES;RUA LUCINDA GOMES BARRETO, 605;VILA NOVA MANCHESTER;3440040
